165	3	903.79	3.5	1.6607
166	5	908.95	3.5	1.1071
167	3	913.55	3.5	1.8214
168	2	918.88	3.5	1.3929
169	2	923.77	3.5	1.4643
170	3	928.73	3.5	1.9821
171	5	934.21	3.5	1.4464
172	6	939.16	3.5	1.1429
173	6	943.8	3.5	5.9464
174	2	953.25	3.5	2.5
175	3	959.25	3.5	2
176	5	964.75	3.5	3.2679
177	3	971.52	3.5	1.0179
178	3	976.04	3.5	4.7143
179	2	984.25	3.5	1.7143
180	4	989.46	3.5	10
